ORIGIN,DEST,QUARTER,PASSENGERS,TIMEPERIOD
MEM,PHX,1,46.0,First Quarter
MFR,PDX,1,205.0,First Quarter
MFR,SEA,1,50.0,First Quarter
MHT,BWI,1,265.0,First Quarter
MHT,MCO,1,381.0,First Quarter
MHT,TPA,1,313.0,First Quarter
MIA,ATL,1,889.0,First Quarter
MIA,BOS,1,601.0,First Quarter
MIA,CLT,1,215.0,First Quarter
MIA,DCA,1,1011.0,First Quarter
MIA,DEN,1,114.0,First Quarter
MIA,DFW,1,315.0,First Quarter
MIA,DTW,1,117.0,First Quarter
MIA,EGE,1,70.0,First Quarter
MIA,EWR,1,966.0,First Quarter
MIA,IAH,1,210.0,First Quarter
MIA,JAX,1,59.0,First Quarter
MIA,JFK,1,1291.0,First Quarter
MIA,LAS,1,516.0,First Quarter
MIA,LAX,1,1086.0,First Quarter
MIA,LGA,1,3993.0,First Quarter
MIA,MCO,1,327.0,First Quarter
MIA,MSP,1,109.0,First Quarter
MIA,ORD,1,1435.0,First Quarter
MIA,PHL,1,264.0,First Quarter
MIA,PHX,1,42.0,First Quarter
MIA,RDU,1,49.0,First Quarter
MIA,SFO,1,352.0,First Quarter
MIA,SJU,1,1039.0,First Quarter
MIA,STL,1,49.0,First Quarter
MIA,TPA,1,259.0,First Quarter
MKE,ATL,1,42.0,First Quarter
MKE,DAL,1,41.0,First Quarter
MKE,DCA,1,331.0,First Quarter
MKE,DEN,1,75.0,First Quarter
MKE,DFW,1,154.0,First Quarter
MKE,FLL,1,95.0,First Quarter
MKE,LAS,1,944.0,First Quarter
MKE,LAX,1,52.0,First Quarter
MKE,LGA,1,551.0,First Quarter
MKE,MCO,1,1771.0,First Quarter
MKE,PHX,1,604.0,First Quarter
MKE,RSW,1,288.0,First Quarter
MKE,SAN,1,106.0,First Quarter
MKE,TPA,1,575.0,First Quarter
MRY,LAX,1,54.0,First Quarter
MSP,ATL,1,213.0,First Quarter
MSP,BOS,1,117.0,First Quarter
MSP,BWI,1,217.0,First Quarter
MSP,DCA,1,236.0,First Quarter
MSP,DEN,1,1366.0,First Quarter
MSP,DFW,1,152.0,First Quarter
MSP,DTW,1,196.0,First Quarter
MSP,EWR,1,44.0,First Quarter
MSP,FLL,1,237.0,First Quarter
MSP,HNL,1,99.0,First Quarter
MSP,HRL,1,118.0,First Quarter
MSP,JFK,1,40.0,First Quarter
MSP,LAS,1,2225.0,First Quarter
MSP,LAX,1,679.0,First Quarter
MSP,LGA,1,715.0,First Quarter
MSP,MCO,1,3204.0,First Quarter
MSP,MDW,1,1056.0,First Quarter
MSP,MIA,1,151.0,First Quarter
MSP,MSY,1,65.0,First Quarter
MSP,ORD,1,710.0,First Quarter
MSP,PBI,1,47.0,First Quarter
MSP,PHX,1,3078.0,First Quarter
MSP,PSP,1,234.0,First Quarter
MSP,RSW,1,1619.0,First Quarter
MSP,SAN,1,494.0,First Quarter
MSP,SEA,1,127.0,First Quarter
MSP,SFO,1,428.0,First Quarter
MSP,SLC,1,162.0,First Quarter
MSP,SNA,1,67.0,First Quarter
MSP,TPA,1,964.0,First Quarter
MSP,TUS,1,42.0,First Quarter
MSY,ATL,1,149.0,First Quarter
MSY,AUS,1,48.0,First Quarter
MSY,BNA,1,495.0,First Quarter
MSY,BWI,1,221.0,First Quarter
MSY,CLT,1,40.0,First Quarter
MSY,DAL,1,1336.0,First Quarter
MSY,DCA,1,383.0,First Quarter
MSY,DEN,1,240.0,First Quarter
MSY,DFW,1,112.0,First Quarter
MSY,DTW,1,67.0,First Quarter
MSY,EWR,1,99.0,First Quarter
MSY,FLL,1,167.0,First Quarter
MSY,HOU,1,1823.0,First Quarter
MSY,IAH,1,258.0,First Quarter
MSY,JFK,1,51.0,First Quarter
MSY,LAS,1,218.0,First Quarter
MSY,LAX,1,354.0,First Quarter
MSY,MCI,1,41.0,First Quarter
MSY,MCO,1,360.0,First Quarter
MSY,MDW,1,198.0,First Quarter
MSY,MSP,1,65.0,First Quarter
MSY,OAK,1,90.0,First Quarter
MSY,ORD,1,99.0,First Quarter
MSY,PHL,1,149.0,First Quarter
MSY,SEA,1,54.0,First Quarter
MSY,SFO,1,119.0,First Quarter
MSY,STL,1,122.0,First Quarter
MSY,TPA,1,433.0,First Quarter
MYR,ACY,1,224.0,First Quarter
MYR,DTW,1,45.0,First Quarter
MYR,LBE,1,47.0,First Quarter
MYR,LGA,1,266.0,First Quarter
OAK,ABQ,1,141.0,First Quarter
OAK,BUR,1,5355.0,First Quarter
OAK,BWI,1,87.0,First Quarter
OAK,DEN,1,776.0,First Quarter
OAK,DFW,1,57.0,First Quarter
OAK,HNL,1,291.0,First Quarter
OAK,HOU,1,147.0,First Quarter
OAK,KOA,1,178.0,First Quarter
OAK,LAS,1,3089.0,First Quarter
OAK,LAX,1,4690.0,First Quarter
OAK,LGB,1,2479.0,First Quarter
OAK,MDW,1,150.0,First Quarter
OAK,MSY,1,44.0,First Quarter
OAK,OGG,1,371.0,First Quarter
OAK,ONT,1,2196.0,First Quarter
OAK,PDX,1,1165.0,First Quarter
OAK,PHX,1,1806.0,First Quarter
OAK,PVU,1,141.0,First Quarter
OAK,RNO,1,433.0,First Quarter
OAK,SAN,1,4487.0,First Quarter
OAK,SEA,1,859.0,First Quarter
OAK,SLC,1,377.0,First Quarter
OAK,SNA,1,2853.0,First Quarter
OGD,AZA,1,44.0,First Quarter
OGG,ANC,1,109.0,First Quarter
OGG,BLI,1,116.0,First Quarter
OGG,DEN,1,70.0,First Quarter
OGG,HNL,1,12390.0,First Quarter
OGG,ITO,1,305.0,First Quarter
OGG,KOA,1,392.0,First Quarter
OGG,LAS,1,47.0,First Quarter
OGG,LAX,1,219.0,First Quarter
OGG,LIH,1,846.0,First Quarter
OGG,OAK,1,321.0,First Quarter
OGG,PDX,1,212.0,First Quarter
OGG,PHX,1,44.0,First Quarter
OGG,SAN,1,42.0,First Quarter
OGG,SEA,1,510.0,First Quarter
OGG,SFO,1,316.0,First Quarter
OGG,SJC,1,107.0,First Quarter
OGG,SLC,1,44.0,First Quarter
OGG,SMF,1,102.0,First Quarter
OKC,ATL,1,42.0,First Quarter
OKC,DAL,1,86.0,First Quarter
OKC,DEN,1,309.0,First Quarter
OKC,HOU,1,375.0,First Quarter
OKC,LAS,1,225.0,First Quarter
OKC,PHX,1,152.0,First Quarter
OMA,DEN,1,123.0,First Quarter
OMA,LAS,1,486.0,First Quarter
OMA,LAX,1,48.0,First Quarter
OMA,MDW,1,168.0,First Quarter
OMA,PHX,1,826.0,First Quarter
OMA,STL,1,175.0,First Quarter
OME,ANC,1,40.0,First Quarter
ONT,DFW,1,46.0,First Quarter
ONT,LAS,1,429.0,First Quarter
ONT,OAK,1,2231.0,First Quarter
ONT,PHX,1,628.0,First Quarter
ONT,SEA,1,285.0,First Quarter
ONT,SFO,1,111.0,First Quarter
ONT,SJC,1,1351.0,First Quarter
ONT,SMF,1,2708.0,First Quarter
ORD,ASE,1,133.0,First Quarter
ORD,ATL,1,834.0,First Quarter
ORD,AUS,1,237.0,First Quarter
ORD,BNA,1,56.0,First Quarter
ORD,BOS,1,916.0,First Quarter
ORD,BWI,1,309.0,First Quarter
ORD,BZN,1,45.0,First Quarter
ORD,CLE,1,156.0,First Quarter
ORD,CLT,1,1063.0,First Quarter
ORD,CMH,1,259.0,First Quarter
ORD,CVG,1,54.0,First Quarter
ORD,DCA,1,265.0,First Quarter
ORD,DEN,1,2689.0,First Quarter
ORD,DFW,1,811.0,First Quarter
ORD,DTW,1,97.0,First Quarter
ORD,EGE,1,40.0,First Quarter
ORD,EWR,1,2127.0,First Quarter
ORD,FLL,1,1163.0,First Quarter
ORD,HNL,1,65.0,First Quarter
ORD,IAH,1,582.0,First Quarter
ORD,JFK,1,158.0,First Quarter
ORD,LAS,1,1119.0,First Quarter
ORD,LAX,1,3960.0,First Quarter
ORD,LGA,1,3471.0,First Quarter
ORD,MCI,1,45.0,First Quarter
ORD,MCO,1,2979.0,First Quarter
ORD,MIA,1,1339.0,First Quarter
ORD,MSP,1,687.0,First Quarter
ORD,MSY,1,107.0,First Quarter
ORD,PBI,1,98.0,First Quarter
ORD,PDX,1,148.0,First Quarter
ORD,PHL,1,1738.0,First Quarter
ORD,PHX,1,2725.0,First Quarter
ORD,PIT,1,48.0,First Quarter
ORD,PNS,1,97.0,First Quarter
ORD,PSP,1,201.0,First Quarter
ORD,RDU,1,90.0,First Quarter
ORD,RSW,1,2100.0,First Quarter
ORD,SAN,1,242.0,First Quarter
ORD,SEA,1,508.0,First Quarter
ORD,SFO,1,2292.0,First Quarter
ORD,SJU,1,143.0,First Quarter
ORD,SLC,1,65.0,First Quarter
ORD,SRQ,1,158.0,First Quarter
ORD,STL,1,60.0,First Quarter
ORD,TPA,1,454.0,First Quarter
ORD,TUS,1,52.0,First Quarter
ORF,BWI,1,43.0,First Quarter
OTZ,ANC,1,45.0,First Quarter
PBG,FLL,1,96.0,First Quarter
PBG,MCO,1,234.0,First Quarter
PBI,ACY,1,128.0,First Quarter
PBI,ATL,1,346.0,First Quarter
PBI,BDL,1,40.0,First Quarter
PBI,BOS,1,967.0,First Quarter
PBI,BWI,1,583.0,First Quarter
PBI,CLT,1,140.0,First Quarter
PBI,DCA,1,98.0,First Quarter
PBI,DFW,1,40.0,First Quarter
PBI,DTW,1,73.0,First Quarter
PBI,EWR,1,2738.0,First Quarter
PBI,HPN,1,553.0,First Quarter
PBI,ISP,1,545.0,First Quarter
PBI,JFK,1,1072.0,First Quarter
PBI,LGA,1,1323.0,First Quarter
PBI,MSP,1,47.0,First Quarter
PBI,ORD,1,98.0,First Quarter
PBI,PHL,1,506.0,First Quarter
PDX,ATL,1,41.0,First Quarter
PDX,BOI,1,425.0,First Quarter
PDX,DEN,1,339.0,First Quarter
PDX,GEG,1,553.0,First Quarter
PDX,HNL,1,179.0,First Quarter
PDX,KOA,1,149.0,First Quarter
PDX,LAS,1,1177.0,First Quarter
PDX,LAX,1,2670.0,First Quarter
PDX,LGB,1,242.0,First Quarter
PDX,LIH,1,42.0,First Quarter
PDX,MDW,1,44.0,First Quarter
PDX,MFR,1,205.0,First Quarter
PDX,OAK,1,1205.0,First Quarter
PDX,OGG,1,212.0,First Quarter
PDX,ORD,1,50.0,First Quarter
PDX,PHX,1,1347.0,First Quarter
PDX,PSP,1,187.0,First Quarter
PDX,RNO,1,102.0,First Quarter
PDX,SAN,1,502.0,First Quarter
PDX,SEA,1,593.0,First Quarter
PDX,SFO,1,575.0,First Quarter
PDX,SJC,1,684.0,First Quarter
PDX,SLC,1,414.0,First Quarter
PDX,SMF,1,935.0,First Quarter
PDX,SNA,1,485.0,First Quarter
PGD,TTN,1,85.0,First Quarter
PHL,ATL,1,1640.0,First Quarter
PHL,BNA,1,61.0,First Quarter
PHL,BOS,1,1371.0,First Quarter
PHL,CLT,1,91.0,First Quarter
PHL,DEN,1,318.0,First Quarter
PHL,DFW,1,86.0,First Quarter
PHL,DTW,1,43.0,First Quarter
PHL,FLL,1,640.0,First Quarter
PHL,IND,1,74.0,First Quarter
PHL,LAS,1,456.0,First Quarter
PHL,LAX,1,431.0,First Quarter
PHL,MCO,1,4684.0,First Quarter
PHL,MDW,1,907.0,First Quarter
PHL,MIA,1,290.0,First Quarter
PHL,MSY,1,204.0,First Quarter
PHL,ORD,1,1645.0,First Quarter
PHL,PBI,1,493.0,First Quarter
PHL,PHX,1,1346.0,First Quarter
PHL,PIT,1,101.0,First Quarter
PHL,RDU,1,87.0,First Quarter
PHL,RIC,1,93.0,First Quarter
PHL,RSW,1,416.0,First Quarter
PHL,SAN,1,93.0,First Quarter
PHL,SFO,1,430.0,First Quarter
PHL,SJU,1,409.0,First Quarter
PHL,SLC,1,49.0,First Quarter
PHL,STT,1,50.0,First Quarter
PHL,TPA,1,976.0,First Quarter
PHX,ABQ,1,1576.0,First Quarter
PHX,ATL,1,433.0,First Quarter
PHX,AUS,1,746.0,First Quarter
PHX,BNA,1,295.0,First Quarter
PHX,BOS,1,252.0,First Quarter
PHX,BUF,1,131.0,First Quarter
PHX,BUR,1,2004.0,First Quarter
PHX,BWI,1,225.0,First Quarter
PHX,CLE,1,163.0,First Quarter
PHX,CLT,1,78.0,First Quarter
PHX,CMH,1,289.0,First Quarter
PHX,COS,1,41.0,First Quarter
PHX,CVG,1,55.0,First Quarter
PHX,DAL,1,1675.0,First Quarter
PHX,DCA,1,41.0,First Quarter
PHX,DEN,1,6753.0,First Quarter
PHX,DFW,1,973.0,First Quarter
PHX,DTW,1,803.0,First Quarter
PHX,ELP,1,190.0,First Quarter
PHX,EWR,1,576.0,First Quarter
PHX,FAT,1,46.0,First Quarter
PHX,FLL,1,178.0,First Quarter
PHX,GEG,1,114.0,First Quarter
PHX,HNL,1,96.0,First Quarter
PHX,HOU,1,644.0,First Quarter
PHX,IAH,1,400.0,First Quarter
PHX,IND,1,752.0,First Quarter
PHX,JFK,1,411.0,First Quarter
PHX,LAS,1,4357.0,First Quarter
